typeName,idShort,value,valueType,category,descriptionEN,descriptionDE,semanticId
SubmodelElementCollection,PicAlpha_MoveToPos1,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PicAlpha_MoveToPos2,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PicAlpha_MoveToPos3,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PicAlpha_MoveToPos4,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PicAlpha_PickUpWP,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PicAlpha_PutDownWP,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Conveyor,,,,,,
SubmodelElementCollection,LSC,,,,,,
SubmodelElementCollection,LSC_MoveWorkpiece_Base,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,LSC_SearchWorkpiece,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,LSC_TransferWorkpieceTo_PAC,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,LSC_TransferWorkpieceTo_RampEnd,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,LSC_TransferWorkpieceTo_RampMid,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,LSC_TransferWorkpieceTo_RampStart,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,LSC_TransferWPAtStart,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PAC,,,,,,
SubmodelElementCollection,PAC_MoveWorkpiece_Base,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PAC_TransferFirstWorkpieceTo_SSCStart,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PAC_TransferWorkpieceTo_PSStart,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PAC_TransferWorkpieceTo_SSC,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,RFC,,,,,,
SubmodelElementCollection,RFC_MoveWorkpiece_Base,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,RFC_TransferWorkpieceTo_LSC,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,RFC_TransferWorkpieceTo_PSEnd,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,SSC,,,,,,
SubmodelElementCollection,SSC_MoveWorkpiece_Base,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,SSC_MoveWorkpieceTo_PSEnd,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,SSC_TransferWorkpieceTo_PSStart,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,SSC_TransferWorkpieceTo_RampEnd,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,SSC_TransferWorkpieceTo_RFC,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Generic,,,,,,
SubmodelElementCollection,Delay,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ForceProcessVariable,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,IndicateActivity,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Stack,,,,,,
SubmodelElementCollection,Stack_ProvideWorkpiece,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Stamp,,,,,,
SubmodelElementCollection,Stamp_StampWorkpiece,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,04_HardwareObservation,,,,,,
SubmodelElementCollection,ObserveCrane,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ObserveLSC,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ObservePAC,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ObservePicAlpha,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ObserveRFC,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ObserveSSC,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ObserveStack,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ObserveStamp,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,xPPUProduct,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,05_HardwareControl,,,,,,
SubmodelElementCollection,ControlModule,,,,,,
SubmodelElementCollection,Gen,,,,,,
SubmodelElementCollection,ActivityIndicator,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Grippers,,,,,,
SubmodelElementCollection,BaseGripper,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,VacuumGripper,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Pushers,,,,,,
SubmodelElementCollection,BaseCylinder,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,BistableCylinder,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MonostableCylinder,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Switch,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Sensors,,,,,,
SubmodelElementCollection,InductiveSensor,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,OpticalSensor,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PresenceSensor,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PressureSensor,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,WeightSensor,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Valves,,,,,,
SubmodelElementCollection,PropotionalValve,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,BaseComponent,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Motor,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,DUTs,,,,,,
SubmodelElementCollection,ActuatorConfiguration,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,BaseConfiguration,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ConveyorConfiguration,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ConveyorOutput,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,EWPMaterial,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,EWPWeight,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MotorOutput,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,RampConfiguration,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,SensorConfiguration,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,SensorOutput,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,EquipmentModule,,,,,,
SubmodelElementCollection,Carriers,,,,,,
SubmodelElementCollection,BaseCarrier,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Crane,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PicAlpha,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Conveyors,,,,,,
SubmodelElementCollection,Conveyor,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,LargeSortingConveyor,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PicAlphaConveyor,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,RefeedingConveyor,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,SmallSortingConveyor,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Ramps,,,,,,
SubmodelElementCollection,Ramp,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Stacks,,,,,,
SubmodelElementCollection,Stack,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Stamps,,,,,,
SubmodelElementCollection,Stamp,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Interfaces,,,,,,
SubmodelElementCollection,ITF_AnalogSensor,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ITF_BinarySensor,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ITF_Cylinder,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,98_NamingEnums,,,,,,
SubmodelElementCollection,EAlarms,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,EOperatingModes,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,EPrimitives,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,EProcessVariables,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,EProducts,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,EProductTypes,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ESequences,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,EStampStates,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,99_ExtrafunctionalImpl,,,,,,
SubmodelElementCollection,ErrorManager,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,FC_InitAlarmTexts,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MachineModes,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PanelManager,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,GVLs,,,,,,
SubmodelElementCollection,HMI_Texts,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,xPPU_Lib_Instance,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
