typeName,idShort,value,valueType,category,descriptionEN,descriptionDE,semanticId
SubmodelElementCollection,MAIN_m_container_m_crane_o_MonostableCylinder_DO_Extend,,,,MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_stack_o_slidingCylinder_DO_Extend,,,,MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_stamp_m_stampingCylinder_DO_Extend,,,,MAIN.m_container.m_stamp.m_stampingCylinder.DO_Extend,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_stamp_m_slidingCylinder_DO_Extend,,,,MAIN.m_container.m_stamp.m_slidingCylinder.DO_Extend,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_stamp_m_slidingCylinder_DO_Retract,,,,MAIN.m_container.m_stamp.m_slidingCylinder.DO_Retract,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_stamp_m_pressureValve_AO_SetPressure,,,,MAIN.m_container.m_stamp.m_pressureValve.AO_SetPressure,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_LSC_Motor_DO_TurnClockwise,,,,MAIN.m_container.m_LSC.Motor.DO_TurnClockwise,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_LSC_Motor_DO_TurnCounterclockwise,,,,MAIN.m_container.m_LSC.Motor.DO_TurnCounterclockwise,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_LSC_m_rampPusherStart_DO_Extend,,,,MAIN.m_container.m_LSC.m_rampPusherStart.DO_Extend,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_LSC_m_rampPusherMid_DO_Extend,,,,MAIN.m_container.m_LSC.m_rampPusherMid.DO_Extend,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_LSC_m_Switch_DO_Extend,,,,MAIN.m_container.m_LSC.m_Switch.DO_Extend,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_PAC_Motor_DO_TurnClockwise,,,,MAIN.m_container.m_PAC.Motor.DO_TurnClockwise,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_PAC_Motor_DO_TurnCounterclockwise,,,,MAIN.m_container.m_PAC.Motor.DO_TurnCounterclockwise,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_PAC_m_Switch_DO_Extend,,,,MAIN.m_container.m_PAC.m_Switch.DO_Extend,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_PicAlpha_Motor_DO_TurnClockwise,,,,MAIN.m_container.m_PicAlpha.Motor.DO_TurnClockwise,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_PicAlpha_Motor_DO_TurnCounterclockwise,,,,MAIN.m_container.m_PicAlpha.Motor.DO_TurnCounterclockwise,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_PicAlpha_o_VacuumGripper_DO_VacuumOn,,,,MAIN.m_container.m_PicAlpha.o_VacuumGripper.DO_VacuumOn,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_PicAlpha_o_VacuumGripper_VacuumHit,,,,MAIN.m_container.m_PicAlpha.o_VacuumGripper.VacuumHit,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_PicAlpha_o_MonostableCylinder_DO_Extend,,,,MAIN.m_container.m_PicAlpha.o_MonostableCylinder.DO_Extend,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_SSC_Motor_DO_TurnClockwise,,,,MAIN.m_container.m_SSC.Motor.DO_TurnClockwise,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_SSC_Motor_DO_TurnCounterclockwise,,,,MAIN.m_container.m_SSC.Motor.DO_TurnCounterclockwise,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_SSC_m_Switch_DO_Extend,,,,MAIN.m_container.m_SSC.m_Switch.DO_Extend,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_RFC_Motor_DO_TurnClockwise,,,,MAIN.m_container.m_RFC.Motor.DO_TurnClockwise,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_RFC_Motor_DO_TurnCounterclockwise,,,,MAIN.m_container.m_RFC.Motor.DO_TurnCounterclockwise,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_RFC_m_Switch_DO_Extend,,,,MAIN.m_container.m_RFC.m_Switch.DO_Extend,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PlcTask_Inputs,,,,,,
SubmodelElementCollection,MAIN_m_buttonManager_DI_StartButton_Terminal1,,,,MAIN.m_buttonManager.DI_StartButton_Terminal1,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_buttonManager_DI_StartButton_Terminal2,,,,MAIN.m_buttonManager.DI_StartButton_Terminal2,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_buttonManager_DI_StartButton_Terminal3,,,,MAIN.m_buttonManager.DI_StartButton_Terminal3,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_buttonManager_DI_StartButton_Door,,,,MAIN.m_buttonManager.DI_StartButton_Door,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_buttonManager_DI_StartButton_LightBarrier,,,,MAIN.m_buttonManager.DI_StartButton_LightBarrier,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_buttonManager_DI_StopButton_Door,,,,MAIN.m_buttonManager.DI_StopButton_Door,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_buttonManager_DI_StopButton_LightBarrier,,,,MAIN.m_buttonManager.DI_StopButton_LightBarrier,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_buttonManager_DI_AutomaticSwitch_StackTerminal,,,,MAIN.m_buttonManager.DI_AutomaticSwitch_StackTerminal,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_buttonManager_DI_AutomaticSwitch_StampTerminal,,,,MAIN.m_buttonManager.DI_AutomaticSwitch_StampTerminal,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_buttonManager_DI_AutomaticSwitch_LSCTerminal,,,,MAIN.m_buttonManager.DI_AutomaticSwitch_LSCTerminal,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_buttonManager_DI_AutomaticSwitch_DoorTerminal,,,,MAIN.m_buttonManager.DI_AutomaticSwitch_DoorTerminal,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_buttonManager_DI_AutomaticSwitch_LightGridTerminal,,,,MAIN.m_buttonManager.DI_AutomaticSwitch_LightGridTerminal,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_buttonManager_DI_EStopButton_Terminal1,,,,MAIN.m_buttonManager.DI_EStopButton_Terminal1,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_buttonManager_DI_EStopButton_Terminal2,,,,MAIN.m_buttonManager.DI_EStopButton_Terminal2,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_buttonManager_DI_EStopButton_Terminal3,,,,MAIN.m_buttonManager.DI_EStopButton_Terminal3,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_buttonManager_DI_EStopButton_LightBarrier,,,,MAIN.m_buttonManager.DI_EStopButton_LightBarrier,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_buttonManager_DI_ResetButton_Door,,,,MAIN.m_buttonManager.DI_ResetButton_Door,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_buttonManager_DI_ResetButton_LightBarrier,,,,MAIN.m_buttonManager.DI_ResetButton_LightBarrier,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_crane_Motor_AI_Position,,,,MAIN.m_container.m_crane.Motor.AI_Position,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_crane_Motor_AI_Speed,,,,MAIN.m_container.m_crane.Motor.AI_Speed,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_crane_o_VacuumGripper_DI_TakenIn,,,,MAIN.m_container.m_crane.o_VacuumGripper.DI_TakenIn,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_crane_o_MonostableCylinder_DI_Extended,,,,MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_crane_o_MonostableCylinder_DI_Retracted,,,,MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_crane_o_MonostableCylinder_DI_BoundaryPressure,,,,MAIN.m_container.m_crane.o_MonostableCylinder.DI_BoundaryPressure,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_crane_o_MonostableCylinder_DI_BoundaryFlowPressure,,,,MAIN.m_container.m_crane.o_MonostableCylinder.DI_BoundaryFlowPressure,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_crane_o_MonostableCylinder_AI_PressureSensor,,,,MAIN.m_container.m_crane.o_MonostableCylinder.AI_PressureSensor,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_crane_o_MonostableCylinder_AI_FlowPressure,,,,MAIN.m_container.m_crane.o_MonostableCylinder.AI_FlowPressure,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_crane_o_MonostableCylinder_AI_PositionTransmitter,,,,MAIN.m_container.m_crane.o_MonostableCylinder.AI_PositionTransmitter,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_crane_m_PresenceSensorAtStack_DI_WPDetected,,,,MAIN.m_container.m_crane.m_PresenceSensorAtStack.DI_WPDetected,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_crane_m_PresenceSensorAtConveyor_DI_WPDetected,,,,MAIN.m_container.m_crane.m_PresenceSensorAtConveyor.DI_WPDetected,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_crane_m_PresenceSensorAtStamp_DI_WPDetected,,,,MAIN.m_container.m_crane.m_PresenceSensorAtStamp.DI_WPDetected,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_stack_o_slidingCylinder_DI_Extended,,,,MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_stack_o_slidingCylinder_DI_Retracted,,,,MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_stack_o_slidingCylinder_DI_BoundaryPressure,,,,MAIN.m_container.m_stack.o_slidingCylinder.DI_BoundaryPressure,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_stack_o_slidingCylinder_DI_BoundaryFlowPressure,,,,MAIN.m_container.m_stack.o_slidingCylinder.DI_BoundaryFlowPressure,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_stack_o_slidingCylinder_AI_PressureSensor,,,,MAIN.m_container.m_stack.o_slidingCylinder.AI_PressureSensor,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_stack_o_slidingCylinder_AI_FlowPressure,,,,MAIN.m_container.m_stack.o_slidingCylinder.AI_FlowPressure,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_stack_o_slidingCylinder_AI_PositionTransmitter,,,,MAIN.m_container.m_stack.o_slidingCylinder.AI_PositionTransmitter,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_stack_m_Presencesensor_DI_WPDetected,,,,MAIN.m_container.m_stack.m_Presencesensor.DI_WPDetected,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_stack_m_Opticalsensor_DI_WPLight,,,,MAIN.m_container.m_stack.m_Opticalsensor.DI_WPLight,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_stack_m_Inductivesensor_DI_WPMetallic,,,,MAIN.m_container.m_stack.m_Inductivesensor.DI_WPMetallic,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_stack_m_Weightsensor_AI_WPWeight,,,,MAIN.m_container.m_stack.m_Weightsensor.AI_WPWeight,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_stamp_m_stampingCylinder_DI_Extended,,,,MAIN.m_container.m_stamp.m_stampingCylinder.DI_Extended,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_stamp_m_stampingCylinder_DI_Retracted,,,,MAIN.m_container.m_stamp.m_stampingCylinder.DI_Retracted,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_stamp_m_stampingCylinder_DI_BoundaryPressure,,,,MAIN.m_container.m_stamp.m_stampingCylinder.DI_BoundaryPressure,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_stamp_m_stampingCylinder_DI_BoundaryFlowPressure,,,,MAIN.m_container.m_stamp.m_stampingCylinder.DI_BoundaryFlowPressure,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_stamp_m_stampingCylinder_AI_PressureSensor,,,,MAIN.m_container.m_stamp.m_stampingCylinder.AI_PressureSensor,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_stamp_m_stampingCylinder_AI_FlowPressure,,,,MAIN.m_container.m_stamp.m_stampingCylinder.AI_FlowPressure,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_stamp_m_stampingCylinder_AI_PositionTransmitter,,,,MAIN.m_container.m_stamp.m_stampingCylinder.AI_PositionTransmitter,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_stamp_m_slidingCylinder_DI_Extended,,,,MAIN.m_container.m_stamp.m_slidingCylinder.DI_Extended,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_stamp_m_slidingCylinder_DI_Retracted,,,,MAIN.m_container.m_stamp.m_slidingCylinder.DI_Retracted,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_stamp_m_slidingCylinder_DI_BoundaryPressure,,,,MAIN.m_container.m_stamp.m_slidingCylinder.DI_BoundaryPressure,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_stamp_m_slidingCylinder_DI_BoundaryFlowPressure,,,,MAIN.m_container.m_stamp.m_slidingCylinder.DI_BoundaryFlowPressure,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_stamp_m_slidingCylinder_AI_PressureSensor,,,,MAIN.m_container.m_stamp.m_slidingCylinder.AI_PressureSensor,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_stamp_m_slidingCylinder_AI_FlowPressure,,,,MAIN.m_container.m_stamp.m_slidingCylinder.AI_FlowPressure,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_stamp_m_slidingCylinder_AI_PositionTransmitter,,,,MAIN.m_container.m_stamp.m_slidingCylinder.AI_PositionTransmitter,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_stamp_m_presenceSensor_DI_WPDetected,,,,MAIN.m_container.m_stamp.m_presenceSensor.DI_WPDetected,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_stamp_m_pressureSensor_AI_CurrentPressure,,,,MAIN.m_container.m_stamp.m_pressureSensor.AI_CurrentPressure,,
End-SubmodelElementCollection,,,,,,,
