xmi:type,name,xmi:id,type,href,source,target,aggregation,association,memberEnd,key,value,visibility,classifier_behavior,isActive,kind,valueType,description,second_value
SubmodelElementCollection,,_MR9QYLcZEeaSbZaN2J4zjw,,,,,,,,,,,,,,,,
Transition,[InitCompleted],_MR9QYLcZEeaSbZaN2J4zjw,,,_d2jeINgLEeaLleG51tH3Eg,_TpHqcCZ6EeagIsaxH253Xw,,,,,,,,,,,,
Property,[InitCompleted],,,,,,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_12mBoNgJEeaLleG51tH3Eg,,,,,,,,,,,,,,,,
Transition,,_12mBoNgJEeaLleG51tH3Eg,,,_ZifjgCZ4EeagIsaxH253Xw,_uZGVUNgJEeaLleG51tH3Eg,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_QdnjkNgKEeaLleG51tH3Eg,,,,,,,,,,,,,,,,
Transition,,_QdnjkNgKEeaLleG51tH3Eg,,,_HxvYkNgKEeaLleG51tH3Eg,_GQMhgCZ6EeagIsaxH253Xw,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_dlTykNgKEeaLleG51tH3Eg,,,,,,,,,,,,,,,,
Transition,,_dlTykNgKEeaLleG51tH3Eg,,,_HxvYkNgKEeaLleG51tH3Eg,_RmIDwNgKEeaLleG51tH3Eg,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_97YskNgLEeaLleG51tH3Eg,,,,,,,,,,,,,,,,
Transition,,_97YskNgLEeaLleG51tH3Eg,,,_DjY9wLcZEeaSbZaN2J4zjw,_d2jeINgLEeaLleG51tH3Eg,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_-44PkNgLEeaLleG51tH3Eg,,,,,,,,,,,,,,,,
Transition,,_-44PkNgLEeaLleG51tH3Eg,,,_RmIDwNgKEeaLleG51tH3Eg,_d2jeINgLEeaLleG51tH3Eg,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
Pseudostate,Pseudostate,_ZifjgCZ4EeagIsaxH253Xw,,,,,,,,,,,,,,,,
State,LargeSortingConveyorInit,_4k85gCZ5EeagIsaxH253Xw,,,,,,,,,,,,,,,,
SubmodelElementCollection,doActivities,,,,,,,,,,,,,,,,,
Property,largeSortingConveyor.ACT_Init(),_kHx2ALcZEeaSbZaN2J4zjw,,,,,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
Property,xmi:type,_kHx2ALcZEeaSbZaN2J4zjw,,,,,,,,,OpaqueBehavior,,,,,,,
End-State,,,,,,,,,,,,,,,,,,
State,Crane_Init,_ArsXICZ6EeagIsaxH253Xw,,,,,,,,,,,,,,,,
SubmodelElementCollection,doActivities,,,,,,,,,,,,,,,,,
Property,crane.ACT_Init(),_mdBPELcZEeaSbZaN2J4zjw,,,,,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
Property,xmi:type,_mdBPELcZEeaSbZaN2J4zjw,,,,,,,,,OpaqueBehavior,,,,,,,
End-State,,,,,,,,,,,,,,,,,,
State,Stamp_Init,_GQMhgCZ6EeagIsaxH253Xw,,,,,,,,,,,,,,,,
SubmodelElementCollection,doActivities,,,,,,,,,,,,,,,,,
Property,stamp.ACT_Init(),_VkgZ0LcZEeaSbZaN2J4zjw,,,,,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
Property,xmi:type,_VkgZ0LcZEeaSbZaN2J4zjw,,,,,,,,,OpaqueBehavior,,,,,,,
End-State,,,,,,,,,,,,,,,,,,
State,StackInit,_NMNRYCZ6EeagIsaxH253Xw,,,,,,,,,,,,,,,,
SubmodelElementCollection,doActivities,,,,,,,,,,,,,,,,,
Property,stack.ACT_Init(),_g9z0YLcZEeaSbZaN2J4zjw,,,,,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
Property,xmi:type,_g9z0YLcZEeaSbZaN2J4zjw,,,,,,,,,OpaqueBehavior,,,,,,,
End-State,,,,,,,,,,,,,,,,,,
FinalState,FinalState,_TpHqcCZ6EeagIsaxH253Xw,,,,,,,,,,,,,,,,
State,Init_Completed,_DjY9wLcZEeaSbZaN2J4zjw,,,,,,,,,,,,,,,,
SubmodelElementCollection,doActivities,,,,,,,,,,,,,,,,,
Property,Now(InitCompleted),_KQM0ALcZEeaSbZaN2J4zjw,,,,,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
Property,xmi:type,_KQM0ALcZEeaSbZaN2J4zjw,,,,,,,,,OpaqueBehavior,,,,,,,
End-State,,,,,,,,,,,,,,,,,,
State,Reset_Init,_uZGVUNgJEeaLleG51tH3Eg,,,,,,,,,,,,,,,,
SubmodelElementCollection,doActivities,,,,,,,,,,,,,,,,,
Property,Reset(StartButton),_-BveINgJEeaLleG51tH3Eg,,,,,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
Property,xmi:type,_-BveINgJEeaLleG51tH3Eg,,,,,,,,,OpaqueBehavior,,,,,,,
End-State,,,,,,,,,,,,,,,,,,
Pseudostate,Pseudostate,_HxvYkNgKEeaLleG51tH3Eg,,,,,,,,,,,,,fork,,,
State,EmergencyChecking,_RmIDwNgKEeaLleG51tH3Eg,,,,,,,,,,,,,,,,
SubmodelElementCollection,doActivities,,,,,,,,,,,,,,,,,
Property,EmergencyStop,_aAWeENgKEeaLleG51tH3Eg,,,,,,,,,stack.EmergencyStop OR largeSortingConveyor.EmergencyStop OR stamp.EmergencyStop OR crane.SoftwareEmergency OR stamp.SoftwareEmergency,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
Property,xmi:type,_aAWeENgKEeaLleG51tH3Eg,,,,,,,,,OpaqueBehavior,,,,,,,
End-State,,,,,,,,,,,,,,,,,,
Pseudostate,Pseudostate,_d2jeINgLEeaLleG51tH3Eg,,,,,,,,,,,,,join,,,
End-Region,,,,,,,,,,,,,,,,,,
End-StateMachine,,,,,,,,,,,,,,,,,,
StateMachine,PPU_ACT_EmergencyStop,_5kHGoCcMEeaCDM79dIZItg,,,,,,,,,,,,,,,,
Region,Region1,_TPQAYCcTEeaCDM79dIZItg,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_-jblsCcfEea2HoRD4bUt5w,,,,,,,,,,,,,,,,
Transition,[refillConveyor.switchStopper.DI_Retracted],_-jblsCcfEea2HoRD4bUt5w,,,,_99C7ICcfEea2HoRD4bUt5w,,,,,,,,,,,,
Property,[refillConveyor.switchStopper.DI_Retracted],,,,,,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_VYO-IEmZEeaPbYa44WUTPg,,,,,,,,,,,,,,,,
Transition,[true],_VYO-IEmZEeaPbYa44WUTPg,,,_iAX04CcfEea2HoRD4bUt5w,,,,,,,,,,,,,
Property,[true],,,,,,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_YUIHgEmZEeaPbYa44WUTPg,,,,,,,,,,,,,,,,
Transition,,_YUIHgEmZEeaPbYa44WUTPg,,,,_mxLR0EmXEeaPbYa44WUTPg,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_cMCNMEmZEeaPbYa44WUTPg,,,,,,,,,,,,,,,,
Transition,,_cMCNMEmZEeaPbYa44WUTPg,,,,_pTCKkEmXEeaPbYa44WUTPg,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_fEb9sEmZEeaPbYa44WUTPg,,,,,,,,,,,,,,,,
Transition,,_fEb9sEmZEeaPbYa44WUTPg,,,,_rUGDYEmXEeaPbYa44WUTPg,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_ipNE8EmZEeaPbYa44WUTPg,,,,,,,,,,,,,,,,
Transition,,_ipNE8EmZEeaPbYa44WUTPg,,,,__Jv_MEmXEeaPbYa44WUTPg,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_sBaKcEmZEeaPbYa44WUTPg,,,,,,,,,,,,,,,,
Transition,,_sBaKcEmZEeaPbYa44WUTPg,,,_mxLR0EmXEeaPbYa44WUTPg,,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_ttrfAEmZEeaPbYa44WUTPg,,,,,,,,,,,,,,,,
Transition,,_ttrfAEmZEeaPbYa44WUTPg,,,_pTCKkEmXEeaPbYa44WUTPg,,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_wKp3wEmZEeaPbYa44WUTPg,,,,,,,,,,,,,,,,
Transition,,_wKp3wEmZEeaPbYa44WUTPg,,,_rUGDYEmXEeaPbYa44WUTPg,,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_zHKFIEmZEeaPbYa44WUTPg,,,,,,,,,,,,,,,,
Transition,,_zHKFIEmZEeaPbYa44WUTPg,,,__Jv_MEmXEeaPbYa44WUTPg,,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_16RtAEmZEeaPbYa44WUTPg,,,,,,,,,,,,,,,,
Transition,[EmergencyHandled],_16RtAEmZEeaPbYa44WUTPg,,,_AxufYGWAEeab9L8V4_TyWg,_99C7ICcfEea2HoRD4bUt5w,,,,,,,,,,,,
Property,[EmergencyHandled],,,,,,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_8Ja3gGV_Eeab9L8V4_TyWg,,,,,,,,,,,,,,,,
Transition,[NOT EmergencyHandled],_8Ja3gGV_Eeab9L8V4_TyWg,,,_iAX04CcfEea2HoRD4bUt5w,_mxLR0EmXEeaPbYa44WUTPg,,,,,,,,,,,,
Property,[NOT EmergencyHandled],,,,,,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_arFLMNgMEeaLleG51tH3Eg,,,,,,,,,,,,,,,,
Transition,[stack.EmergencyHandled],_arFLMNgMEeaLleG51tH3Eg,,,_mxLR0EmXEeaPbYa44WUTPg,_pTCKkEmXEeaPbYa44WUTPg,,,,,,,,,,,,
Property,[stack.EmergencyHandled],,,,,,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_d23xwNgMEeaLleG51tH3Eg,,,,,,,,,,,,,,,,
Transition,[crane.EmergencyHandled],_d23xwNgMEeaLleG51tH3Eg,,,_pTCKkEmXEeaPbYa44WUTPg,_rUGDYEmXEeaPbYa44WUTPg,,,,,,,,,,,,
Property,[crane.EmergencyHandled],,,,,,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_pu7k4NgMEeaLleG51tH3Eg,,,,,,,,,,,,,,,,
Transition,[largeSortingConveyor.EmergencyHandled],_pu7k4NgMEeaLleG51tH3Eg,,,_rUGDYEmXEeaPbYa44WUTPg,__Jv_MEmXEeaPbYa44WUTPg,,,,,,,,,,,,
Property,[largeSortingConveyor.EmergencyHandled],,,,,,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_yzlcQNgMEeaLleG51tH3Eg,,,,,,,,,,,,,,,,
Transition,[stamp.EmergencyHandled],_yzlcQNgMEeaLleG51tH3Eg,,,__Jv_MEmXEeaPbYa44WUTPg,_AxufYGWAEeab9L8V4_TyWg,,,,,,,,,,,,
Property,[stamp.EmergencyHandled],,,,,,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
Pseudostate,Pseudostate,_iAX04CcfEea2HoRD4bUt5w,,,,,,,,,,,,,,,,
FinalState,FinalState,_99C7ICcfEea2HoRD4bUt5w,,,,,,,,,,,,,,,,
State,Stack_EmergencyStop,_mxLR0EmXEeaPbYa44WUTPg,,,,,,,,,,,,,,,,
SubmodelElementCollection,doActivities,,,,,,,,,,,,,,,,,
Property,stack.ACT_EmergencyStop(),_JU7CELcaEeaSbZaN2J4zjw,,,,,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
Property,xmi:type,_JU7CELcaEeaSbZaN2J4zjw,,,,,,,,,OpaqueBehavior,,,,,,,
End-State,,,,,,,,,,,,,,,,,,
State,Crane_EmergencyStop,_pTCKkEmXEeaPbYa44WUTPg,,,,,,,,,,,,,,,,
SubmodelElementCollection,doActivities,,,,,,,,,,,,,,,,,
Property,crane.ACT_EmergencyStop(),_LwcCQLcaEeaSbZaN2J4zjw,,,,,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
Property,xmi:type,_LwcCQLcaEeaSbZaN2J4zjw,,,,,,,,,OpaqueBehavior,,,,,,,
End-State,,,,,,,,,,,,,,,,,,
State,LargeSortingConveyor_EmergencyStop,_rUGDYEmXEeaPbYa44WUTPg,,,,,,,,,,,,,,,,
SubmodelElementCollection,doActivities,,,,,,,,,,,,,,,,,
Property,largeSortingConveyor.ACT_EmergencyStop(),_NcMZcLcaEeaSbZaN2J4zjw,,,,,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
Property,xmi:type,_NcMZcLcaEeaSbZaN2J4zjw,,,,,,,,,OpaqueBehavior,,,,,,,
End-State,,,,,,,,,,,,,,,,,,
State,Stamp_EmergencyStop,__Jv_MEmXEeaPbYa44WUTPg,,,,,,,,,,,,,,,,
SubmodelElementCollection,doActivities,,,,,,,,,,,,,,,,,
Property,stamp.ACT_EmergencyStop(),_PATQgLcaEeaSbZaN2J4zjw,,,,,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
Property,xmi:type,_PATQgLcaEeaSbZaN2J4zjw,,,,,,,,,OpaqueBehavior,,,,,,,
End-State,,,,,,,,,,,,,,,,,,
State,Emergency_Handled,_AxufYGWAEeab9L8V4_TyWg,,,,,,,,,,,,,,,,
Comment,,_XrPnYLcaEeaSbZaN2J4zjw,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
End-Comment,,,,,,,,,,,,,,,,,,
SubmodelElementCollection,doActivities,,,,,,,,,,,,,,,,,
Property,Now(EmergencyHandled),_Gnpw8GWAEeab9L8V4_TyWg,,,,,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
Property,xmi:type,_Gnpw8GWAEeab9L8V4_TyWg,,,,,,,,,OpaqueBehavior,,,,,,,
End-State,,,,,,,,,,,,,,,,,,
End-Region,,,,,,,,,,,,,,,,,,
End-StateMachine,,,,,,,,,,,,,,,,,,
StateMachine,PPU_StateMachine,_CmulYLcSEeaSbZaN2J4zjw,,,,,,,,,,,,,,,,
Region,Region1,_frf8ILcSEeaSbZaN2J4zjw,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_FsOhQLcTEeaSbZaN2J4zjw,,,,,,,,,,,,,,,,
Transition,[true],_FsOhQLcTEeaSbZaN2J4zjw,,,_oaxZYLcSEeaSbZaN2J4zjw,_pLcoYLcSEeaSbZaN2J4zjw,,,,,,,,,,,,
Property,[true],,,,,,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_QzxdcLcTEeaSbZaN2J4zjw,,,,,,,,,,,,,,,,
Transition,[StartButton],_QzxdcLcTEeaSbZaN2J4zjw,,,_pLcoYLcSEeaSbZaN2J4zjw,_rNpwsLcSEeaSbZaN2J4zjw,,,,,,,,,,,,
Property,[StartButton],,,,,,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_-g-mELcTEeaSbZaN2J4zjw,,,,,,,,,,,,,,,,
