xmi:type,name,xmi:id,type,href,source,target,aggregation,association,memberEnd,key,value,visibility,classifier_behavior,isActive,kind,valueType,description,second_value
Property,Crane_WPWeight,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,PPU.Crane.WPWeight,,,,,,,
Property,Crane_Conveyor_AllowedToOperate,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,PPU.Crane.Conveyor_AllowedToOperate,,,,,,,
Property,Crane_Stamp_AllowedToOperate,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,PPU.Crane.Stamp_AllowedToOperate,,,,,,,
Property,Crane_WPPickedUp,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,PPU.Crane.Gripper.VacuumSwitch.DI_TakenIn,,,,,,,
Property,Check_Stamp_AllowedToOperate,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,Crane_Stamp_AllowedToOperate,,,,,,,
Property,Check_Stamp,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,Crane_WPWeight,,,,,,,
Property,Stamp_WPType,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,PPU.Stamp.WPType,,,,,,,
Property,Stamp_WPWeight,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,PPU.Stamp.WPWeight,,,,,,,
Property,Stamp_IsStamping,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,PPU.Stamp.IsStamping,,,,,,,
Property,Stamp_WPAvailable,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,PPU.Stamp.WPAvailable.DI_SwitchTrue,,,,,,,
Property,Stamp_AutomaticExecuteCompleted,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,PPU.Stamp.AutomaticExecuteCompleted,,,,,,,
Property,Check_LargeSortingConveyor_AllowedToOperate,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,Crane_Conveyor_AllowedToOperate OR RefillConveyor_FollowConveyor_AllowedToOperate,,,,,,,
Property,Check_LargeSortingConveyor_FollowConveyorInitCompleted,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,PicALphaConveyor_InitCompleted,,,,,,,
Property,Check_LargeSortingConveyor_FollowConveyorAutoamticExecuteCompleted,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,PicALphaConveyor_AutomaticExecuteReceivingCompleted,,,,,,,
Property,LargeSortingConveyor_NumberOfWPsAtConveyor,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,PPU.LargeSortingConveyor.NumberOfWPsAtConveyor,,,,,,,
Property,LargeSortingConveyor_FollowConveyor_AllowedToInit,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,PPU.LargeSortingConveyor.FollowConveyor_AllowedToInit,,,,,,,
Property,LargeSortingConveyor_FollowConveyor_AllowedToOperate,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,PPU.LargeSortingConveyor.FollowConveyor_AllowedToOperate,,,,,,,
Property,LargeSortingConveyor_IsSorting,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,PPU.LargeSortingConveyor.IsSorting,,,,,,,
Property,LargeSortingConveyor_AutomaticExecuteCompleted,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,PPU.LargeSortingConveyor.AutomaticExecuteCompleted,,,,,,,
Property,Check_PicAlphaConveyor_AllowedToInit,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,LargeSortingConveyor_FollowConveyor_AllowedToInit,,,,,,,
Property,Check_PicAlphaConveyor_AllowedToReceive,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,LargeSortingConveyor_FollowConveyor_AllowedToOperate,,,,,,,
Property,Check_PicAlphaConveyor_AllowedToSend,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,LargeSortingConveyor_NumberOfWPsAtConveyor=3,,,,,,,
Property,Check_PicAlphaConveyor_FollowConveyor_InitCompleted,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,SmallSortingConveyor_InitCompleted,,,,,,,
Property,Check_PicAlphaConveyor_FollowConveyor_AutomaticExecuteCompleted,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,SmallSortingConveyor_AutomaticExecuteCompleted,,,,,,,
Property,PicALphaConveyor_InitCompleted,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,PPU.PicALphaConveyor.InitCompleted,,,,,,,
Property,PicALphaConveyor_FollowConveyor_AllowedToInit,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,PPU.PicALphaConveyor.FollowConveyor_AllowedToInit,,,,,,,
Property,PicALphaConveyor_FollowConveyor_AllowedToOperate,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,PPU.PicALphaConveyor.FollowConveyor_AllowedToOperate,,,,,,,
Property,PicALphaConveyor_AutomaticExecuteReceivingCompleted,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,PPU.PicALphaConveyor.AutomaticExecuteReceivingCompleted,,,,,,,
Property,PicALphaConveyor_AutomaticExecuteSendingCompleted,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,PPU.PicALphaConveyor.AutomaticExecuteSendingCompleted,,,,,,,
Property,Check_SmallSortingConveyor_AllowedToInit,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,PicALphaConveyor_FollowConveyor_AllowedToInit,,,,,,,
Property,Check_SmallSortingConveyor_AllowedToOperate,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,PicALphaConveyor_FollowConveyor_AllowedToOperate,,,,,,,
Property,Check_SmallSortingConveyor_FollowConveyor_InitCompleted,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,RefillConveyor_InitCompleted,,,,,,,
Property,Check_SmallSortingConveyor_FollowConveyor_AutomaticExecuteCompleted,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,RefillConveyor_AutomaticExecuteReceivingCompleted,,,,,,,
Property,SmallSortingConveyor_InitCompleted,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,PPU.SmallSortingConveyor.InitCompleted,,,,,,,
Property,SmallSortingConveyor_FollowConveyor_AllowedToInit,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,PPU.SmallSortingConveyor.FollowConveyor_AllowedToInit,,,,,,,
Property,SmallSortingConveyor_FollowConveyor_AllowedToOperate,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,PPU.SmallSortingConveyor.FollowConveyor_AllowedToOperate,,,,,,,
Property,SmallSortingConveyor_AutomaticExecuteCompleted,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,PPU.SmallSortingConveyor.AutomaticExecuteCompleted,,,,,,,
Property,SmallSortingConveyor_IsSorting,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,PPU.SmallSortingConveyor.IsSorting,,,,,,,
Property,Check_RefillConveyor_AllowedToInit,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,SmallSortingConveyor_FollowConveyor_AllowedToInit,,,,,,,
Property,Check_RefillConveyor_AllowedToReceive,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,SmallSortingConveyor_FollowConveyor_AllowedToOperate,,,,,,,
Property,Check_RefillConveyor_AllowedToSend,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,NOT Crane_WPPickedUp AND NOT LargeSortingConveyor_IsSorting AND NOT Check_LargeSortingConveyor_AllowedToOperate,,,,,,,
Property,Check_RefillConveyor_FollowConveyor_InitCompleted,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,LargeSortingConveyor_InitCompleted,,,,,,,
Property,Check_RefillConveyor_FollowConveyor_AutomaticExecuteCompleted,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,LargeSortingConveyor_AutomaticExecuteCompleted,,,,,,,
Property,RefillConveyor_InitCompleted,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,PPU.RefillConveyor.InitCompleted,,,,,,,
Property,RefillConveyor_FollowConveyor_AllowedToInit,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,PPU.RefillConveyor.FollowConveyor_AllowedToInit,,,,,,,
Property,RefillConveyor_FollowConveyor_AllowedToOperate,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,PPU.RefillConveyor.FollowConveyor_AllowedToOperate,,,,,,,
Property,RefillConveyor_AutomaticExecuteReceivingCompleted,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,PPU.RefillConveyor.AutomaticExecuteReceivingCompleted,,,,,,,
Property,RefillConveyor_IsSending,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,PPU.RefillConveyor.IsSending,,,,,,,
Property,RefillConveyor_AutomaticExecuteSendingCompleted,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,PPU.RefillConveyor.AutomaticExecuteSendingCompleted,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
Property,xmi:type,_HN2AENi0EeaI3IcGROryBQ,,,,,,,,,OpaqueBehavior,,,,,,,
End-State,,,,,,,,,,,,,,,,,,
FinalState,FinalState,_UHDuMNi0EeaI3IcGROryBQ,,,,,,,,,,,,,,,,
End-StateMachine,,,,,,,,,,,,,,,,,,
End-Class,,,,,,,,,,,,,,,,,,
Class,PPU,_2ub-IBHQEeaen93uATCTQQ,,,,,,,,,,public,_MqflwBHREeaen93uATCTQQ,,,,,
StateMachine,PPU_ACT_AutomaticExecute,_MqflwBHREeaen93uATCTQQ,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_mdtwEBzxEeaHnYHMiM-I7Q,,,,,,,,,,,,,,,,
Transition,[not stack.DI_WPAvailable],_mdtwEBzxEeaHnYHMiM-I7Q,,,__3w-ABzwEeaHnYHMiM-I7Q,,,,,,,,,,,,,
Property,[not stack.DI_WPAvailable],,,,,,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_B8KMwBzzEeaHnYHMiM-I7Q,,,,,,,,,,,,,,,,
Transition,[stack.seperator.DI_Retracted],_B8KMwBzzEeaHnYHMiM-I7Q,,,,__3w-ABzwEeaHnYHMiM-I7Q,,,,,,,,,,,,
Property,[stack.seperator.DI_Retracted],,,,,,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_91Ek4EmPEea0ovNLUKsTWw,,,,,,,,,,,,,,,,
Transition,[Not AutomaticExecuteCompleted],_91Ek4EmPEea0ovNLUKsTWw,,,__3w-ABzwEeaHnYHMiM-I7Q,_HmjigEmPEea0ovNLUKsTWw,,,,,,,,,,,,
Property,[Not AutomaticExecuteCompleted],,,,,,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_JaJKkEmQEea0ovNLUKsTWw,,,,,,,,,,,,,,,,
Transition,[true],_JaJKkEmQEea0ovNLUKsTWw,,,,_HmjigEmPEea0ovNLUKsTWw,,,,,,,,,,,,
Property,[true],,,,,,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_e7t-IGVGEeaSMugellPalg,,,,,,,,,,,,,,,,
Transition,[AutomaticExecuteCompleted],_e7t-IGVGEeaSMugellPalg,,,_HmjigEmPEea0ovNLUKsTWw,__3w-ABzwEeaHnYHMiM-I7Q,,,,,,,,,,,,
Property,[AutomaticExecuteCompleted],,,,,,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
Pseudostate,Pseudostate,__3w-ABzwEeaHnYHMiM-I7Q,,,,,,,,,,,,,,,,
State,Call_All,_HmjigEmPEea0ovNLUKsTWw,,,,,,,,,,,,,,,,
SubmodelElementCollection,doActivities,,,,,,,,,,,,,,,,,
Property,EmergencyStop,_g2uxcLcYEeaSbZaN2J4zjw,,,,,,,,,stack.EmergencyStop OR largeSortingConveyor.EmergencyStop OR stamp.EmergencyStop OR crane.SoftwareEmergency OR stamp.SoftwareEmergency,,,,,,,
Property,StartButton,_g2uxcLcYEeaSbZaN2J4zjw,,,,,,,,,stack.StartButton OR largeSortingConveyor.StartButton OR stamp.StartButton,,,,,,,
Property,crane.ACT_AutomaticExecute() AND largeSortingConveyor.ACT_AutomaticExecute()  AND stack.ACT_AutomaticExecute() AND stamp.ACT_AutomaticExecute() AND picAlphaConveyor.ACT_AutomaticExecute() AND smallSortingConveyor.ACT_AutomaticExecute() AND refillConveyor.ACT_AutomaticExecute(),_g2uxcLcYEeaSbZaN2J4zjw,,,,,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
Property,xmi:type,_g2uxcLcYEeaSbZaN2J4zjw,,,,,,,,,OpaqueBehavior,,,,,,,
End-State,,,,,,,,,,,,,,,,,,
End-StateMachine,,,,,,,,,,,,,,,,,,
StateMachine,PPU_ACT_Init,_TZ6bsCZ4EeagIsaxH253Xw,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_WKieUCZ6EeagIsaxH253Xw,,,,,,,,,,,,,,,,
Transition,[true],_WKieUCZ6EeagIsaxH253Xw,,,_ZifjgCZ4EeagIsaxH253Xw,,,,,,,,,,,,,
Property,[true],,,,,,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_tnEaMCZ6EeagIsaxH253Xw,,,,,,,,,,,,,,,,
Transition,[conveyorPicAlpha.Initialized],_tnEaMCZ6EeagIsaxH253Xw,,,,_NMNRYCZ6EeagIsaxH253Xw,,,,,,,,,,,,
Property,[conveyorPicAlpha.Initialized],,,,,,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_yI_tQCZ6EeagIsaxH253Xw,,,,,,,,,,,,,,,,
Transition,[refillConveyor.Initialized],_yI_tQCZ6EeagIsaxH253Xw,,,,_GQMhgCZ6EeagIsaxH253Xw,,,,,,,,,,,,
Property,[refillConveyor.Initialized],,,,,,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_5WGNICZ6EeagIsaxH253Xw,,,,,,,,,,,,,,,,
Transition,[largeSortingConveyor.InitCompleted],_5WGNICZ6EeagIsaxH253Xw,,,_4Y03wOcFEeayP7zJxSzVpQ,_NMNRYCZ6EeagIsaxH253Xw,,,,,,,,,,,,
Property,[largeSortingConveyor.InitCompleted],,,,,,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_-11MQCZ6EeagIsaxH253Xw,,,,,,,,,,,,,,,,
Transition,[stamp.InitCompleted],_-11MQCZ6EeagIsaxH253Xw,,,_GQMhgCZ6EeagIsaxH253Xw,_ArsXICZ6EeagIsaxH253Xw,,,,,,,,,,,,
Property,[stamp.InitCompleted],,,,,,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_DiMNsCZ7EeagIsaxH253Xw,,,,,,,,,,,,,,,,
Transition,[crane.InitCompleted],_DiMNsCZ7EeagIsaxH253Xw,,,_ArsXICZ6EeagIsaxH253Xw,_YQ3c0OcFEeayP7zJxSzVpQ,,,,,,,,,,,,
Property,[crane.InitCompleted],,,,,,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_H4VukCZ7EeagIsaxH253Xw,,,,,,,,,,,,,,,,
Transition,[stack.InitCompleted],_H4VukCZ7EeagIsaxH253Xw,,,_NMNRYCZ6EeagIsaxH253Xw,_DjY9wLcZEeaSbZaN2J4zjw,,,,,,,,,,,,
Property,[stack.InitCompleted],,,,,,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_plwosGV3Eeab9L8V4_TyWg,,,,,,,,,,,,,,,,
Transition,[NOT InitCompleted],_plwosGV3Eeab9L8V4_TyWg,,,_uZGVUNgJEeaLleG51tH3Eg,_HxvYkNgKEeaLleG51tH3Eg,,,,,,,,,,,,
Property,[NOT InitCompleted],,,,,,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_MR9QYLcZEeaSbZaN2J4zjw,,,,,,,,,,,,,,,,
Transition,[InitCompleted],_MR9QYLcZEeaSbZaN2J4zjw,,,_d2jeINgLEeaLleG51tH3Eg,_TpHqcCZ6EeagIsaxH253Xw,,,,,,,,,,,,
Property,[InitCompleted],,,,,,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_12mBoNgJEeaLleG51tH3Eg,,,,,,,,,,,,,,,,
Transition,,_12mBoNgJEeaLleG51tH3Eg,,,_ZifjgCZ4EeagIsaxH253Xw,_uZGVUNgJEeaLleG51tH3Eg,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_QdnjkNgKEeaLleG51tH3Eg,,,,,,,,,,,,,,,,
Transition,,_QdnjkNgKEeaLleG51tH3Eg,,,_HxvYkNgKEeaLleG51tH3Eg,_GQMhgCZ6EeagIsaxH253Xw,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_dlTykNgKEeaLleG51tH3Eg,,,,,,,,,,,,,,,,
Transition,,_dlTykNgKEeaLleG51tH3Eg,,,_HxvYkNgKEeaLleG51tH3Eg,_RmIDwNgKEeaLleG51tH3Eg,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_97YskNgLEeaLleG51tH3Eg,,,,,,,,,,,,,,,,
Transition,,_97YskNgLEeaLleG51tH3Eg,,,_DjY9wLcZEeaSbZaN2J4zjw,_d2jeINgLEeaLleG51tH3Eg,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_-44PkNgLEeaLleG51tH3Eg,,,,,,,,,,,,,,,,
Transition,,_-44PkNgLEeaLleG51tH3Eg,,,_RmIDwNgKEeaLleG51tH3Eg,_d2jeINgLEeaLleG51tH3Eg,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_hLkG8OcFEeayP7zJxSzVpQ,,,,,,,,,,,,,,,,
Transition,,_hLkG8OcFEeayP7zJxSzVpQ,,,_YQ3c0OcFEeayP7zJxSzVpQ,_4k85gCZ5EeagIsaxH253Xw,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_hz2O8OcFEeayP7zJxSzVpQ,,,,,,,,,,,,,,,,
Transition,,_hz2O8OcFEeayP7zJxSzVpQ,,,_YQ3c0OcFEeayP7zJxSzVpQ,_7TPP4OcEEeayP7zJxSzVpQ,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_ifBS4OcFEeayP7zJxSzVpQ,,,,,,,,,,,,,,,,
Transition,,_ifBS4OcFEeayP7zJxSzVpQ,,,_YQ3c0OcFEeayP7zJxSzVpQ,__Y6EwOcEEeayP7zJxSzVpQ,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_jjPI8OcFEeayP7zJxSzVpQ,,,,,,,,,,,,,,,,
Transition,,_jjPI8OcFEeayP7zJxSzVpQ,,,_YQ3c0OcFEeayP7zJxSzVpQ,_DkTuMOcFEeayP7zJxSzVpQ,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_teXjEOcKEeayP7zJxSzVpQ,,,,,,,,,,,,,,,,
Transition,,_teXjEOcKEeayP7zJxSzVpQ,,,_4k85gCZ5EeagIsaxH253Xw,_4Y03wOcFEeayP7zJxSzVpQ,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_uLmcgOcKEeayP7zJxSzVpQ,,,,,,,,,,,,,,,,
Transition,,_uLmcgOcKEeayP7zJxSzVpQ,,,_7TPP4OcEEeayP7zJxSzVpQ,_4Y03wOcFEeayP7zJxSzVpQ,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_u8H6gOcKEeayP7zJxSzVpQ,,,,,,,,,,,,,,,,
Transition,,_u8H6gOcKEeayP7zJxSzVpQ,,,__Y6EwOcEEeayP7zJxSzVpQ,_4Y03wOcFEeayP7zJxSzVpQ,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
SubmodelElementCollection,,_veQ-QOcKEeayP7zJxSzVpQ,,,,,,,,,,,,,,,,
Transition,,_veQ-QOcKEeayP7zJxSzVpQ,,,_DkTuMOcFEeayP7zJxSzVpQ,_4Y03wOcFEeayP7zJxSzVpQ,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
Pseudostate,Pseudostate,_ZifjgCZ4EeagIsaxH253Xw,,,,,,,,,,,,,,,,
State,LargeSortingConveyorInit,_4k85gCZ5EeagIsaxH253Xw,,,,,,,,,,,,,,,,
SubmodelElementCollection,doActivities,,,,,,,,,,,,,,,,,
Property,largeSortingConveyor.ACT_Init(),_kHx2ALcZEeaSbZaN2J4zjw,,,,,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
Property,xmi:type,_kHx2ALcZEeaSbZaN2J4zjw,,,,,,,,,OpaqueBehavior,,,,,,,
End-State,,,,,,,,,,,,,,,,,,
State,Crane_Init,_ArsXICZ6EeagIsaxH253Xw,,,,,,,,,,,,,,,,
SubmodelElementCollection,doActivities,,,,,,,,,,,,,,,,,
Property,crane.ACT_Init(),_mdBPELcZEeaSbZaN2J4zjw,,,,,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
Property,xmi:type,_mdBPELcZEeaSbZaN2J4zjw,,,,,,,,,OpaqueBehavior,,,,,,,
End-State,,,,,,,,,,,,,,,,,,
State,Stamp_Init,_GQMhgCZ6EeagIsaxH253Xw,,,,,,,,,,,,,,,,
SubmodelElementCollection,doActivities,,,,,,,,,,,,,,,,,
Property,stamp.ACT_Init(),_VkgZ0LcZEeaSbZaN2J4zjw,,,,,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
Property,xmi:type,_VkgZ0LcZEeaSbZaN2J4zjw,,,,,,,,,OpaqueBehavior,,,,,,,
End-State,,,,,,,,,,,,,,,,,,
State,StackInit,_NMNRYCZ6EeagIsaxH253Xw,,,,,,,,,,,,,,,,
SubmodelElementCollection,doActivities,,,,,,,,,,,,,,,,,
Property,stack.ACT_Init(),_g9z0YLcZEeaSbZaN2J4zjw,,,,,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
Property,xmi:type,_g9z0YLcZEeaSbZaN2J4zjw,,,,,,,,,OpaqueBehavior,,,,,,,
End-State,,,,,,,,,,,,,,,,,,
FinalState,FinalState,_TpHqcCZ6EeagIsaxH253Xw,,,,,,,,,,,,,,,,
State,Init_Completed,_DjY9wLcZEeaSbZaN2J4zjw,,,,,,,,,,,,,,,,
SubmodelElementCollection,doActivities,,,,,,,,,,,,,,,,,
Property,Now(InitCompleted),_KQM0ALcZEeaSbZaN2J4zjw,,,,,,,,,,,,,,,,
End-SubmodelElementCollection,,,,,,,,,,,,,,,,,,
Property,xmi:type,_KQM0ALcZEeaSbZaN2J4zjw,,,,,,,,,OpaqueBehavior,,,,,,,
End-State,,,,,,,,,,,,,,,,,,
State,Reset_Init,_uZGVUNgJEeaLleG51tH3Eg,,,,,,,,,,,,,,,,
SubmodelElementCollection,doActivities,,,,,,,,,,,,,,,,,
